reason,machine,breakTime,nextBreak
Machine Breakdown,03M,25-01-2019 12:17:22,25-01-2019 12:21:14
Machine Breakdown,03M,25-01-2019 12:21:14,25-01-2019 12:56:43
Heat check,03M,25-01-2019 12:56:43,25-01-2019 14:28:19
Heat check,03M,25-01-2019 14:28:19,25-01-2019 15:25:44
Overheat,03M,25-01-2019 15:25:44,25-01-2019 15:26:49
Machine Breakdown,03M,25-01-2019 15:26:49,25-01-2019 15:35:14
Machine Breakdown,03M,25-01-2019 15:35:14,25-01-2019 18:24:04
Heat check,03M,25-01-2019 18:24:04,25-01-2019 19:31:31
Heat check,03M,25-01-2019 19:31:31,26-01-2019 06:10:20
Heat check,04M,28-01-2019 06:26:22,28-01-2019 06:48:23
Machine Breakdown,04M,28-01-2019 06:48:23,28-01-2019 06:48:35
Machine Breakdown,04M,28-01-2019 06:48:35,28-01-2019 07:00:46
Heat check,04M,28-01-2019 07:00:46,28-01-2019 07:20:03
Heat check,04M,28-01-2019 07:20:03,28-01-2019 09:34:45
Heat check,04M,28-01-2019 09:34:45,28-01-2019 10:28:00
Machine Breakdown,04M,28-01-2019 10:28:00,28-01-2019 12:38:15
Heat check,04M,28-01-2019 12:38:15,28-01-2019 12:43:00
Heat check,04M,28-01-2019 12:43:00,28-01-2019 14:03:26
Machine Breakdown,04M,28-01-2019 14:03:26,28-01-2019 15:06:16
Heat check,04M,28-01-2019 15:06:16,28-01-2019 15:22:53
Heat check,04M,28-01-2019 15:22:53,28-01-2019 16:24:29
Machine Breakdown,04M,28-01-2019 16:24:29,28-01-2019 17:38:17
Heat check,04M,28-01-2019 17:38:17,28-01-2019 17:53:26
Heat check,04M,28-01-2019 17:53:26,28-01-2019 18:48:53
Machine Breakdown,04M,28-01-2019 18:48:53,28-01-2019 18:49:05
Machine Breakdown,04M,28-01-2019 18:49:05,28-01-2019 19:00:55
Heat check,04M,28-01-2019 19:00:55,29-01-2019 06:02:53
Machine Breakdown,04M,29-01-2019 06:02:53,29-01-2019 06:26:04
Machine Breakdown,04M,29-01-2019 06:26:04,29-01-2019 06:26:44
Heat check,04M,29-01-2019 06:26:44,29-01-2019 07:08:18
Heat check,04M,29-01-2019 07:08:18,29-01-2019 09:20:52
Heat check,04M,29-01-2019 09:20:52,29-01-2019 09:22:03
Heat check,04M,29-01-2019 09:22:03,29-01-2019 09:39:17
Heat check,04M,29-01-2019 09:39:17,29-01-2019 10:34:25
Heat check,04M,29-01-2019 10:34:25,29-01-2019 10:40:58
Machine Breakdown,04M,29-01-2019 10:40:58,29-01-2019 11:47:39
Machine Breakdown,04M,29-01-2019 11:47:39,29-01-2019 11:49:02
Machine Breakdown,04M,29-01-2019 11:49:02,29-01-2019 11:52:05
Machine Breakdown,04M,29-01-2019 11:52:05,29-01-2019 12:04:40
Machine Breakdown,04M,29-01-2019 12:04:40,29-01-2019 12:08:07
Machine Breakdown,04M,29-01-2019 12:08:07,29-01-2019 12:08:39
Machine Breakdown,04M,29-01-2019 12:08:39,29-01-2019 13:45:58
Machine Breakdown,04M,29-01-2019 13:45:58,29-01-2019 14:56:21
Heat check,04M,29-01-2019 14:56:21,29-01-2019 15:05:19
Heat check,04M,29-01-2019 15:05:19,29-01-2019 15:28:24
Heat check,04M,29-01-2019 15:28:24,29-01-2019 15:49:45
Heat check,04M,29-01-2019 15:49:45,29-01-2019 17:36:08
Heat check,04M,29-01-2019 17:36:08,29-01-2019 17:45:42
Heat check,04M,29-01-2019 17:45:42,29-01-2019 18:27:50
Heat check,04M,29-01-2019 18:27:50,29-01-2019 19:09:00
Heat check,04M,29-01-2019 19:09:00,29-01-2019 19:26:34
Heat check,04M,29-01-2019 19:26:34,29-01-2019 19:31:48
Machine Breakdown,04M,29-01-2019 19:31:48,29-01-2019 19:35:16
Heat check,04M,29-01-2019 19:35:16,30-01-2019 06:22:33
Machine Breakdown,04M,30-01-2019 06:22:33,30-01-2019 06:22:52
Machine Breakdown,04M,30-01-2019 06:22:52,30-01-2019 06:22:59
Machine Breakdown,04M,30-01-2019 06:22:59,30-01-2019 06:23:10
Machine Breakdown,04M,30-01-2019 06:23:10,30-01-2019 06:23:17
Machine Breakdown,04M,30-01-2019 06:23:17,30-01-2019 06:23:24
Machine Breakdown,04M,30-01-2019 06:23:24,30-01-2019 06:23:32
Machine Breakdown,04M,30-01-2019 06:23:32,30-01-2019 06:24:07
Machine Breakdown,04M,30-01-2019 06:24:07,30-01-2019 06:24:29
Machine Breakdown,04M,30-01-2019 06:24:29,30-01-2019 06:24:39
Machine Breakdown,04M,30-01-2019 06:24:39,30-01-2019 06:25:13
Machine Breakdown,04M,30-01-2019 06:25:13,30-01-2019 06:25:33
Machine Breakdown,04M,30-01-2019 06:25:33,30-01-2019 06:25:43
Machine Breakdown,04M,30-01-2019 06:25:43,30-01-2019 06:25:57
Machine Breakdown,04M,30-01-2019 06:25:57,30-01-2019 06:26:04
Machine Breakdown,04M,30-01-2019 06:26:04,30-01-2019 06:26:13
Machine Breakdown,04M,30-01-2019 06:26:13,30-01-2019 06:26:19
Machine Breakdown,04M,30-01-2019 06:26:19,30-01-2019 06:26:30
Machine Breakdown,04M,30-01-2019 06:26:30,30-01-2019 06:26:50
Machine Breakdown,04M,30-01-2019 06:26:50,30-01-2019 06:27:08
Machine Breakdown,04M,30-01-2019 06:27:08,30-01-2019 06:27:16
Machine Breakdown,04M,30-01-2019 06:27:16,30-01-2019 06:27:28
Machine Breakdown,04M,30-01-2019 06:27:28,30-01-2019 06:27:56
Machine Breakdown,04M,30-01-2019 06:27:56,30-01-2019 06:28:03
Machine Breakdown,04M,30-01-2019 06:28:03,30-01-2019 06:28:22
Machine Breakdown,04M,30-01-2019 06:28:22,30-01-2019 06:28:28
Machine Breakdown,04M,30-01-2019 06:28:28,30-01-2019 06:28:38
Machine Breakdown,04M,30-01-2019 06:28:38,30-01-2019 06:28:46
Machine Breakdown,04M,30-01-2019 06:28:46,30-01-2019 06:29:20
Machine Breakdown,04M,30-01-2019 06:29:20,30-01-2019 06:29:30
Machine Breakdown,04M,30-01-2019 06:29:30,30-01-2019 06:29:44
Machine Breakdown,04M,30-01-2019 06:29:44,30-01-2019 06:29:59
Machine Breakdown,04M,30-01-2019 06:29:59,30-01-2019 06:30:14
Machine Breakdown,04M,30-01-2019 06:30:14,30-01-2019 06:30:20
Machine Breakdown,04M,30-01-2019 06:30:20,30-01-2019 06:30:31
Machine Breakdown,04M,30-01-2019 06:30:31,30-01-2019 06:30:40
Machine Breakdown,04M,30-01-2019 06:30:40,30-01-2019 06:30:57
Machine Breakdown,04M,30-01-2019 06:30:57,30-01-2019 06:31:06
Machine Breakdown,04M,30-01-2019 06:31:06,30-01-2019 06:31:40
Machine Breakdown,04M,30-01-2019 06:31:40,30-01-2019 06:32:56
Machine Breakdown,04M,30-01-2019 06:32:56,30-01-2019 06:33:08
Machine Breakdown,04M,30-01-2019 06:33:08,30-01-2019 06:33:51
Machine Breakdown,04M,30-01-2019 06:33:51,30-01-2019 06:34:26
Machine Breakdown,04M,30-01-2019 06:34:26,30-01-2019 06:34:34
Machine Breakdown,04M,30-01-2019 06:34:34,30-01-2019 06:34:52
Machine Breakdown,04M,30-01-2019 06:34:52,30-01-2019 06:35:01
Machine Breakdown,04M,30-01-2019 06:35:01,30-01-2019 06:35:14
Machine Breakdown,04M,30-01-2019 06:35:14,30-01-2019 06:35:36
Machine Breakdown,04M,30-01-2019 06:35:36,30-01-2019 06:35:44
Machine Breakdown,04M,30-01-2019 06:35:44,30-01-2019 06:35:51
Machine Breakdown,04M,30-01-2019 06:35:51,30-01-2019 06:35:58
Machine Breakdown,04M,30-01-2019 06:35:58,30-01-2019 06:36:04
Machine Breakdown,04M,30-01-2019 06:36:04,30-01-2019 06:36:17
Machine Breakdown,04M,30-01-2019 06:36:17,30-01-2019 06:36:26
Machine Breakdown,04M,30-01-2019 06:36:26,30-01-2019 06:36:33
Machine Breakdown,04M,30-01-2019 06:36:33,30-01-2019 06:36:40
Machine Breakdown,04M,30-01-2019 06:36:40,30-01-2019 06:46:01
Machine Breakdown,04M,30-01-2019 06:46:01,30-01-2019 06:53:34
Heat check,04M,30-01-2019 06:53:34,30-01-2019 07:38:48
Heat check,04M,30-01-2019 07:38:48,30-01-2019 08:32:35
Heat check,04M,30-01-2019 08:32:35,30-01-2019 08:33:17
Machine Breakdown,04M,30-01-2019 08:33:17,30-01-2019 09:03:53
Heat check,04M,30-01-2019 09:03:53,30-01-2019 09:30:24
Machine Breakdown,04M,30-01-2019 09:30:24,30-01-2019 12:19:44
Heat check,04M,30-01-2019 12:19:44,30-01-2019 15:10:11
Heat check,04M,30-01-2019 15:10:11,30-01-2019 15:13:55
Heat check,04M,30-01-2019 15:13:55,30-01-2019 15:23:44
Heat check,04M,30-01-2019 15:23:44,30-01-2019 15:24:25
Heat check,04M,30-01-2019 15:24:25,30-01-2019 18:59:20
Heat check,04M,30-01-2019 18:59:20,30-01-2019 19:58:08
Machine Breakdown,04M,30-01-2019 19:58:08,31-01-2019 06:07:00
Machine Breakdown,04M,31-01-2019 06:07:00,31-01-2019 07:32:21
Heat check,04M,31-01-2019 07:32:21,31-01-2019 07:34:14
Heat check,04M,31-01-2019 07:34:14,31-01-2019 07:39:36
Machine Breakdown,04M,31-01-2019 07:39:36,31-01-2019 09:39:17
Heat check,04M,31-01-2019 09:39:17,31-01-2019 12:10:47
Heat check,04M,31-01-2019 12:10:47,31-01-2019 13:19:26
Machine Breakdown,04M,31-01-2019 13:19:26,31-01-2019 14:27:03
Machine Breakdown,04M,31-01-2019 14:27:03,31-01-2019 14:51:59
Machine Breakdown,04M,31-01-2019 14:51:59,31-01-2019 15:34:30
Heat check,04M,31-01-2019 15:34:30,31-01-2019 16:31:58
Heat check,04M,31-01-2019 16:31:58,31-01-2019 17:37:28
Machine Breakdown,04M,31-01-2019 17:37:28,31-01-2019 17:46:19
Heat check,04M,31-01-2019 17:46:19,31-01-2019 18:34:40
Heat check,04M,31-01-2019 18:34:40,31-01-2019 18:36:30
Heat check,04M,31-01-2019 18:36:30,01-02-2019 07:15:48
Heat check,04M,01-02-2019 07:15:48,01-02-2019 08:38:44
Machine Breakdown,04M,01-02-2019 08:38:44,01-02-2019 09:53:08
Machine Breakdown,04M,01-02-2019 09:53:08,01-02-2019 10:05:56
Machine Breakdown,04M,01-02-2019 10:05:56,01-02-2019 10:22:03
Heat check,04M,01-02-2019 10:22:03,01-02-2019 10:28:46
Machine Breakdown,04M,01-02-2019 10:28:46,01-02-2019 12:11:48
Heat check,04M,01-02-2019 12:11:48,01-02-2019 12:12:51
Heat check,04M,01-02-2019 12:12:51,01-02-2019 15:15:51
Machine Breakdown,04M,01-02-2019 15:15:51,01-02-2019 15:19:52
Heat check,04M,01-02-2019 15:19:52,01-02-2019 15:51:41
Heat check,04M,01-02-2019 15:51:41,01-02-2019 16:32:51
Machine Breakdown,04M,01-02-2019 16:32:51,01-02-2019 17:43:28
Machine Breakdown,04M,01-02-2019 17:43:28,01-02-2019 18:02:37
Heat check,04M,01-02-2019 18:02:37,01-02-2019 18:03:20
Heat check,04M,01-02-2019 18:03:20,01-02-2019 20:42:28
Heat check,04M,01-02-2019 20:42:28,01-02-2019 20:42:41
Heat check,04M,01-02-2019 20:42:41,01-02-2019 21:03:03
Heat check,04M,01-02-2019 21:03:03,01-02-2019 21:41:27
Machine Breakdown,04M,01-02-2019 21:41:27,02-02-2019 05:58:10
Machine Breakdown,04M,02-02-2019 05:58:10,02-02-2019 05:58:23
Heat check,05M,02-02-2019 15:49:34,02-02-2019 15:55:37
Machine Breakdown,05M,02-02-2019 15:55:37,02-02-2019 16:16:46
Machine Breakdown,05M,02-02-2019 16:16:46,02-02-2019 16:46:32
Heat check,05M,02-02-2019 16:46:32,02-02-2019 18:03:07
Heat check,05M,02-02-2019 18:03:07,02-02-2019 18:44:11
Machine Breakdown,05M,02-02-2019 18:44:11,02-02-2019 19:23:53
Heat check,05M,02-02-2019 19:23:53,02-02-2019 19:30:46
Machine Breakdown,05M,02-02-2019 19:30:46,05-02-2019 06:22:19
Machine Breakdown,05M,05-02-2019 06:22:19,05-02-2019 06:49:10
Heat check,05M,05-02-2019 06:49:10,05-02-2019 07:11:12
Machine Breakdown,05M,05-02-2019 07:11:12,05-02-2019 07:39:57
Heat check,05M,05-02-2019 07:39:57,05-02-2019 08:17:16
Heat check,05M,05-02-2019 08:17:16,05-02-2019 09:48:03
Machine Breakdown,05M,05-02-2019 09:48:03,05-02-2019 11:39:04
Heat check,05M,05-02-2019 11:39:04,05-02-2019 11:47:25
Heat check,05M,05-02-2019 11:47:25,05-02-2019 11:53:53
Heat check,05M,05-02-2019 11:53:53,05-02-2019 13:08:25
Heat check,05M,05-02-2019 13:08:25,05-02-2019 13:36:36
Machine Breakdown,05M,05-02-2019 13:36:36,05-02-2019 14:12:45
Heat check,05M,05-02-2019 14:12:45,05-02-2019 14:13:14
Machine Breakdown,05M,05-02-2019 14:13:14,05-02-2019 14:13:29
Machine Breakdown,05M,05-02-2019 14:13:29,05-02-2019 14:21:10
Heat check,05M,05-02-2019 14:21:10,05-02-2019 14:34:44
Heat check,05M,05-02-2019 14:34:44,05-02-2019 14:35:09
Heat check,05M,05-02-2019 14:35:09,05-02-2019 15:20:12
Overheat,05M,05-02-2019 15:20:12,05-02-2019 15:26:14
Heat check,05M,05-02-2019 15:26:14,05-02-2019 16:14:05
Overheat,05M,05-02-2019 16:14:05,05-02-2019 16:33:22
Heat check,05M,05-02-2019 16:33:22,05-02-2019 17:01:05
Machine Breakdown,05M,05-02-2019 17:01:05,05-02-2019 17:31:09
Heat check,05M,05-02-2019 17:31:09,05-02-2019 19:01:09
Heat check,05M,05-02-2019 19:01:09,05-02-2019 19:43:47
Heat check,05M,05-02-2019 19:43:47,05-02-2019 20:55:22
Machine Breakdown,05M,05-02-2019 20:55:22,06-02-2019 06:58:18
Heat check,05M,06-02-2019 06:58:18,06-02-2019 07:08:31
Heat check,05M,06-02-2019 07:08:31,06-02-2019 07:13:15
Heat check,05M,06-02-2019 07:13:15,06-02-2019 07:17:32
Heat check,05M,06-02-2019 07:17:32,06-02-2019 07:25:38
Heat check,05M,06-02-2019 07:25:38,06-02-2019 08:16:55
Heat check,05M,06-02-2019 08:16:55,06-02-2019 08:36:52
Machine Breakdown,05M,06-02-2019 08:36:52,06-02-2019 09:11:13
Machine Breakdown,05M,06-02-2019 09:11:13,06-02-2019 09:44:58
Machine Breakdown,05M,06-02-2019 09:44:58,06-02-2019 09:55:54
Machine Breakdown,05M,06-02-2019 09:55:54,06-02-2019 13:04:00
Heat check,05M,06-02-2019 13:04:00,06-02-2019 14:08:11
Machine Breakdown,05M,06-02-2019 14:08:11,06-02-2019 14:46:57
Heat check,05M,06-02-2019 14:46:57,06-02-2019 15:02:50
Heat check,05M,06-02-2019 15:02:50,06-02-2019 15:48:46
Heat check,05M,06-02-2019 15:48:46,06-02-2019 16:51:59
Machine Breakdown,05M,06-02-2019 16:51:59,06-02-2019 17:16:50
Machine Breakdown,05M,06-02-2019 17:16:50,06-02-2019 18:12:30
Heat check,05M,06-02-2019 18:12:30,06-02-2019 18:43:54
Heat check,05M,06-02-2019 18:43:54,06-02-2019 19:47:23
Machine Breakdown,05M,06-02-2019 19:47:23,06-02-2019 19:48:58
Machine Breakdown,05M,06-02-2019 19:48:58,06-02-2019 19:49:03
Machine Breakdown,05M,06-02-2019 19:49:03,06-02-2019 19:49:08
Machine Breakdown,05M,06-02-2019 19:49:08,06-02-2019 21:14:56
Heat check,05M,06-02-2019 21:14:56,07-02-2019 06:07:30
Machine Breakdown,05M,07-02-2019 06:07:30,07-02-2019 06:07:36
Machine Breakdown,05M,07-02-2019 06:07:36,07-02-2019 06:53:21
Heat check,05M,07-02-2019 06:53:21,07-02-2019 07:21:02
Heat check,05M,07-02-2019 07:21:02,07-02-2019 07:34:49
Heat check,05M,07-02-2019 07:34:49,07-02-2019 08:07:46
Heat check,05M,07-02-2019 08:07:46,07-02-2019 08:10:18
Heat check,05M,07-02-2019 08:10:18,07-02-2019 08:56:58
Heat check,05M,07-02-2019 08:56:58,07-02-2019 10:33:09
Machine Breakdown,05M,07-02-2019 10:33:09,07-02-2019 11:39:38
Heat check,05M,07-02-2019 11:39:38,07-02-2019 16:58:36
Heat check,05M,07-02-2019 16:58:36,07-02-2019 16:59:46
Heat check,05M,07-02-2019 16:59:46,07-02-2019 17:19:02
Overheat,06M,08-02-2019 14:13:59,08-02-2019 15:06:44
Heat check,06M,08-02-2019 15:06:44,08-02-2019 15:06:58
Heat check,06M,08-02-2019 15:06:58,08-02-2019 16:11:37
Heat check,06M,08-02-2019 16:11:37,08-02-2019 16:46:04
Machine Breakdown,06M,08-02-2019 16:46:04,08-02-2019 18:07:49
Heat check,06M,08-02-2019 18:07:49,08-02-2019 18:39:05
Machine Breakdown,06M,08-02-2019 18:39:05,08-02-2019 19:02:08
Heat check,06M,08-02-2019 19:02:08,08-02-2019 19:58:15
Machine Breakdown,06M,08-02-2019 19:58:15,08-02-2019 21:18:06
Machine Breakdown,06M,08-02-2019 21:18:06,08-02-2019 21:38:58
Heat check,06M,08-02-2019 21:38:58,09-02-2019 06:03:05
Machine Breakdown,06M,09-02-2019 06:03:05,09-02-2019 06:03:19
Machine Breakdown,06M,09-02-2019 06:03:19,09-02-2019 06:21:10
Machine Breakdown,06M,09-02-2019 06:21:10,09-02-2019 06:35:11
Heat check,06M,09-02-2019 06:35:11,09-02-2019 06:38:32
Machine Breakdown,06M,09-02-2019 06:38:32,09-02-2019 06:40:48
Heat check,06M,09-02-2019 06:40:48,09-02-2019 06:51:10
Heat check,06M,09-02-2019 06:51:10,09-02-2019 06:54:58
Heat check,06M,09-02-2019 06:54:58,09-02-2019 07:03:53
Heat check,06M,09-02-2019 07:03:53,09-02-2019 07:12:34
Machine Breakdown,06M,09-02-2019 07:12:34,09-02-2019 07:20:52
Heat check,06M,09-02-2019 07:20:52,09-02-2019 08:18:46
Machine Breakdown,06M,09-02-2019 08:18:46,09-02-2019 09:07:51
Heat check,06M,09-02-2019 09:07:51,09-02-2019 10:23:50
Machine Breakdown,06M,09-02-2019 10:23:50,09-02-2019 12:39:59
Heat check,06M,09-02-2019 12:39:59,09-02-2019 12:40:39
Heat check,06M,09-02-2019 12:40:39,09-02-2019 12:58:28
Heat check,06M,09-02-2019 12:58:28,09-02-2019 13:05:18
Heat check,06M,09-02-2019 13:05:18,09-02-2019 15:03:41
Heat check,06M,09-02-2019 15:03:41,09-02-2019 15:10:41
Machine Breakdown,06M,09-02-2019 15:10:41,09-02-2019 15:15:38
Machine Breakdown,06M,09-02-2019 15:15:38,09-02-2019 16:47:25
Machine Breakdown,06M,09-02-2019 16:47:25,09-02-2019 17:38:33
Heat check,06M,09-02-2019 17:38:33,09-02-2019 18:50:40
Heat check,06M,09-02-2019 18:50:40,09-02-2019 19:24:34
Heat check,06M,09-02-2019 19:24:34,09-02-2019 19:56:50
Heat check,06M,09-02-2019 19:56:50,09-02-2019 20:37:32
Heat check,06M,09-02-2019 20:37:32,11-02-2019 06:21:53
Machine Breakdown,06M,11-02-2019 06:21:53,11-02-2019 06:22:05
Machine Breakdown,06M,11-02-2019 06:22:05,11-02-2019 06:22:33
Machine Breakdown,06M,11-02-2019 06:22:33,11-02-2019 06:26:31
Machine Breakdown,06M,11-02-2019 06:26:31,11-02-2019 06:29:22
Machine Breakdown,06M,11-02-2019 06:29:22,11-02-2019 06:35:26
Machine Breakdown,06M,11-02-2019 06:35:26,11-02-2019 06:36:18
Machine Breakdown,06M,11-02-2019 06:36:18,11-02-2019 07:07:49
Machine Breakdown,06M,11-02-2019 07:07:49,11-02-2019 07:08:00
Heat check,06M,11-02-2019 07:08:00,11-02-2019 07:43:42
Heat check,06M,11-02-2019 07:43:42,11-02-2019 08:18:33
Heat check,06M,11-02-2019 08:18:33,11-02-2019 08:55:09
Heat check,06M,11-02-2019 08:55:09,11-02-2019 09:12:37
Heat check,06M,11-02-2019 09:12:37,11-02-2019 11:35:25
Heat check,06M,11-02-2019 11:35:25,11-02-2019 11:41:23
Heat check,06M,11-02-2019 11:41:23,11-02-2019 12:53:14
Machine Breakdown,06M,11-02-2019 12:53:14,11-02-2019 13:05:30
Machine Breakdown,06M,11-02-2019 13:05:30,11-02-2019 13:26:22
Heat check,06M,11-02-2019 13:26:22,11-02-2019 14:41:24
Heat check,06M,11-02-2019 14:41:24,11-02-2019 14:52:17
Machine Breakdown,06M,11-02-2019 14:52:17,11-02-2019 14:53:20
Heat check,06M,11-02-2019 14:53:20,11-02-2019 15:31:53
Heat check,06M,11-02-2019 15:31:53,11-02-2019 15:35:00
Heat check,06M,11-02-2019 15:35:00,11-02-2019 15:43:21
Heat check,06M,11-02-2019 15:43:21,11-02-2019 15:52:21
Heat check,06M,11-02-2019 15:52:21,11-02-2019 19:32:02
Machine Breakdown,06M,11-02-2019 19:32:02,12-02-2019 06:07:54
Machine Breakdown,06M,12-02-2019 06:07:54,12-02-2019 07:04:07
Heat check,06M,12-02-2019 07:04:07,12-02-2019 07:10:32
Heat check,06M,12-02-2019 07:10:32,12-02-2019 07:28:37
Heat check,06M,12-02-2019 07:28:37,12-02-2019 09:06:49
Heat check,06M,12-02-2019 09:06:49,12-02-2019 12:15:40
Heat check,06M,12-02-2019 12:15:40,12-02-2019 12:18:38
Heat check,06M,12-02-2019 12:18:38,12-02-2019 12:26:20
Heat check,06M,12-02-2019 12:26:20,12-02-2019 12:40:58
Machine Breakdown,06M,12-02-2019 12:40:58,12-02-2019 12:50:41
Machine Breakdown,06M,12-02-2019 12:50:41,12-02-2019 14:40:33
Machine Breakdown,06M,12-02-2019 14:40:33,12-02-2019 15:05:08
Heat check,06M,12-02-2019 15:05:08,12-02-2019 15:14:49
Heat check,06M,12-02-2019 15:14:49,12-02-2019 17:50:21
Heat check,06M,12-02-2019 17:50:21,12-02-2019 21:05:09
Machine Breakdown,06M,12-02-2019 21:05:09,12-02-2019 21:42:27
Machine Breakdown,06M,12-02-2019 21:42:27,13-02-2019 05:53:30
Machine Breakdown,06M,13-02-2019 05:53:30,13-02-2019 05:53:39
Machine Breakdown,06M,13-02-2019 05:53:39,13-02-2019 06:45:23
Heat check,06M,13-02-2019 06:45:23,13-02-2019 07:13:00
Heat check,06M,13-02-2019 07:13:00,13-02-2019 09:25:29
Heat check,06M,13-02-2019 09:25:29,13-02-2019 09:59:55
Heat check,06M,13-02-2019 09:59:55,13-02-2019 11:34:40
Machine Breakdown,06M,13-02-2019 11:34:40,13-02-2019 12:20:56
Heat check,06M,13-02-2019 12:20:56,13-02-2019 13:06:29
Heat check,06M,13-02-2019 13:06:29,13-02-2019 13:06:44
Heat check,06M,13-02-2019 13:06:44,13-02-2019 14:23:44
Heat check,06M,13-02-2019 14:23:44,13-02-2019 14:37:56
Heat check,06M,13-02-2019 14:37:56,13-02-2019 14:50:42
Machine Breakdown,06M,13-02-2019 14:50:42,13-02-2019 15:01:17
Heat check,06M,13-02-2019 15:01:17,13-02-2019 15:08:56
Heat check,06M,13-02-2019 15:08:56,13-02-2019 15:09:57
Heat check,06M,13-02-2019 15:09:57,13-02-2019 15:10:49
Heat check,06M,13-02-2019 15:10:49,13-02-2019 15:13:20
Heat check,06M,13-02-2019 15:13:20,13-02-2019 15:31:00
Heat check,06M,13-02-2019 15:31:00,13-02-2019 16:12:07
Heat check,06M,13-02-2019 16:12:07,13-02-2019 17:56:24
Machine Breakdown,06M,13-02-2019 17:56:24,13-02-2019 18:00:07
Machine Breakdown,06M,13-02-2019 18:00:07,13-02-2019 21:28:41
Heat check,06M,13-02-2019 21:28:41,14-02-2019 05:59:06
Machine Breakdown,06M,14-02-2019 05:59:06,14-02-2019 05:59:14
Machine Breakdown,06M,14-02-2019 05:59:14,14-02-2019 06:26:51
Machine Breakdown,06M,14-02-2019 06:26:51,14-02-2019 06:30:13
Heat check,06M,14-02-2019 06:30:13,14-02-2019 06:30:32
Machine Breakdown,06M,14-02-2019 06:30:32,14-02-2019 06:39:30
Machine Breakdown,06M,14-02-2019 06:39:30,14-02-2019 06:57:12
Heat check,06M,14-02-2019 06:57:12,14-02-2019 06:57:28
Machine Breakdown,07M,14-02-2019 16:48:34,14-02-2019 16:49:27
Heat check,07M,14-02-2019 16:49:27,14-02-2019 17:53:27
Machine Breakdown,07M,14-02-2019 17:53:27,14-02-2019 17:58:50
Machine Breakdown,07M,14-02-2019 17:58:50,14-02-2019 17:59:01
Machine Breakdown,07M,14-02-2019 17:59:01,14-02-2019 18:00:33
Machine Breakdown,07M,14-02-2019 18:00:33,14-02-2019 18:31:55
Heat check,07M,14-02-2019 18:31:55,15-02-2019 06:22:55
Machine Breakdown,07M,15-02-2019 06:22:55,15-02-2019 06:23:03
Heat check,07M,15-02-2019 06:23:03,15-02-2019 07:00:13
Heat check,07M,15-02-2019 07:00:13,15-02-2019 07:40:47
Heat check,07M,15-02-2019 07:40:47,15-02-2019 08:06:39
Machine Breakdown,07M,15-02-2019 08:06:39,15-02-2019 08:09:48
Machine Breakdown,07M,15-02-2019 08:09:48,15-02-2019 08:18:30
Machine Breakdown,07M,15-02-2019 08:18:30,15-02-2019 08:21:22
Heat check,07M,15-02-2019 08:21:22,15-02-2019 08:58:42
Heat check,07M,15-02-2019 08:58:42,15-02-2019 09:04:16
Machine Breakdown,07M,15-02-2019 09:04:16,15-02-2019 09:14:03
Machine Breakdown,07M,15-02-2019 09:14:03,15-02-2019 10:01:03
Machine Breakdown,07M,15-02-2019 10:01:03,15-02-2019 10:04:14
Machine Breakdown,07M,15-02-2019 10:04:14,15-02-2019 10:04:21
Machine Breakdown,07M,15-02-2019 10:04:21,15-02-2019 10:15:20
Heat check,07M,15-02-2019 10:15:20,15-02-2019 12:04:54
Heat check,07M,15-02-2019 12:04:54,15-02-2019 12:05:04
Heat check,07M,15-02-2019 12:05:04,15-02-2019 12:07:19
Heat check,07M,15-02-2019 12:07:19,15-02-2019 12:14:17
Machine Breakdown,07M,15-02-2019 12:14:17,15-02-2019 12:21:23
Heat check,07M,15-02-2019 12:21:23,15-02-2019 13:12:19
Machine Breakdown,07M,15-02-2019 13:12:19,15-02-2019 13:31:41
Heat check,07M,15-02-2019 13:31:41,15-02-2019 14:46:33
Heat check,07M,15-02-2019 14:46:33,15-02-2019 15:00:03
